_ID,fecha,Nombre_Centro,Contador_Asistieron
8037,3/28/2015,Ammon Community Center,44
8038,3/28/2015,Magee Community Center,37
8039,3/28/2015,Ormsby Community Center,28
8040,3/28/2015,West Penn Community Center,29
8041,3/27/2015,Phillips Community Center,54
8042,3/27/2015,Paulson Community Center,38
8043,3/27/2015,Ammon Community Center,58
8044,3/27/2015,Arlington Community Center,59
8045,3/27/2015,Brookline Community Center,166
8046,3/27/2015,Ormsby Community Center,27
8047,3/27/2015,Magee Community Center,83
8048,3/27/2015,Jefferson Community Center,38
8049,3/27/2015,West Penn Community Center,48
8050,3/27/2015,Warrington Community Center,64
8051,3/26/2015,Paulson Community Center,46
8052,3/26/2015,Phillips Community Center,68
8195,3/7/2015,Magee Community Center,17
8053,3/26/2015,Brookline Community Center,102
8054,3/26/2015,Arlington Community Center,75
8055,3/26/2015,Ammon Community Center,118
8056,3/26/2015,Jefferson Community Center,19
8057,3/26/2015,Magee Community Center,54
8058,3/26/2015,Ormsby Community Center,34
8059,3/26/2015,Warrington Community Center,41
8060,3/26/2015,West Penn Community Center,126
8061,3/25/2015,Phillips Community Center,134
8062,3/25/2015,Paulson Community Center,56
8063,3/25/2015,Ammon Community Center,108
8064,3/25/2015,Arlington Community Center,63
8065,3/25/2015,Brookline Community Center,224
8066,3/25/2015,Ormsby Community Center,39
8067,3/25/2015,Magee Community Center,82
8068,3/25/2015,Jefferson Community Center,36
8069,3/25/2015,West Penn Community Center,108
8070,3/25/2015,Warrington Community Center,85
8071,3/24/2015,Paulson Community Center,29
8072,3/24/2015,Phillips Community Center,89
8073,3/24/2015,Brookline Community Center,120
8074,3/24/2015,Arlington Community Center,38
8075,3/24/2015,Ammon Community Center,140
8076,3/24/2015,Jefferson Community Center,39
8077,3/24/2015,Magee Community Center,68
8078,3/24/2015,Ormsby Community Center,43
8079,3/24/2015,Warrington Community Center,45
8080,3/24/2015,West Penn Community Center,77
8081,3/23/2015,Phillips Community Center,73
8082,3/23/2015,Paulson Community Center,50
8083,3/23/2015,Ammon Community Center,114
8084,3/23/2015,Arlington Community Center,68
8085,3/23/2015,Brookline Community Center,140
8086,3/23/2015,Ormsby Community Center,31
8087,3/23/2015,Magee Community Center,58
8088,3/23/2015,Jefferson Community Center,33
8089,3/23/2015,West Penn Community Center,94
8090,3/23/2015,Warrington Community Center,76
8091,3/21/2015,Phillips Community Center,55
8092,3/21/2015,Brookline Community Center,157
8093,3/21/2015,Ammon Community Center,55
8094,3/21/2015,Ormsby Community Center,24
8095,3/21/2015,West Penn Community Center,24
8096,3/20/2015,Phillips Community Center,38
8097,3/20/2015,Paulson Community Center,2
8098,3/20/2015,Ammon Community Center,43
8099,3/20/2015,Arlington Community Center,99
8196,3/7/2015,Ormsby Community Center,15
8100,3/20/2015,Brookline Community Center,108
8101,3/20/2015,Ormsby Community Center,116
8102,3/20/2015,Jefferson Community Center,33
8103,3/20/2015,Magee Community Center,47
8104,3/20/2015,West Penn Community Center,35
8105,3/20/2015,Warrington Community Center,46
8106,3/19/2015,Paulson Community Center,48
8107,3/19/2015,Phillips Community Center,80
8108,3/19/2015,Brookline Community Center,83
8109,3/19/2015,Arlington Community Center,36
8110,3/19/2015,Ammon Community Center,59
8111,3/19/2015,Magee Community Center,49
8112,3/19/2015,Jefferson Community Center,21
8113,3/19/2015,Ormsby Community Center,37
8114,3/19/2015,Warrington Community Center,48
8115,3/19/2015,West Penn Community Center,44
8116,3/18/2015,Phillips Community Center,74
8117,3/18/2015,Paulson Community Center,44
8118,3/18/2015,Ammon Community Center,123
8119,3/18/2015,Arlington Community Center,60
8120,3/18/2015,Brookline Community Center,172
8121,3/18/2015,Ormsby Community Center,31
8122,3/18/2015,Jefferson Community Center,29
8123,3/18/2015,Magee Community Center,48
8124,3/18/2015,West Penn Community Center,74
8125,3/18/2015,Warrington Community Center,33
8126,3/17/2015,Paulson Community Center,28
8127,3/17/2015,Phillips Community Center,81
8128,3/17/2015,Brookline Community Center,313
8129,3/17/2015,Arlington Community Center,56
8130,3/17/2015,Ammon Community Center,79
8131,3/17/2015,Magee Community Center,78
8132,3/17/2015,Jefferson Community Center,43
8133,3/17/2015,Ormsby Community Center,66
8134,3/17/2015,Warrington Community Center,64
8135,3/17/2015,West Penn Community Center,61
8136,3/16/2015,Phillips Community Center,129
8137,3/16/2015,Paulson Community Center,33
8138,3/16/2015,Ammon Community Center,96
8139,3/16/2015,Arlington Community Center,85
8140,3/16/2015,Brookline Community Center,201
8141,3/16/2015,Ormsby Community Center,46
8142,3/16/2015,Magee Community Center,57
8143,3/16/2015,West Penn Community Center,99
8144,3/16/2015,Warrington Community Center,87
8145,3/15/2015,Ammon Community Center,7
8146,3/14/2015,Phillips Community Center,14
8147,3/14/2015,Ammon Community Center,64
8148,3/14/2015,Arlington Community Center,30
8149,3/14/2015,Brookline Community Center,87
8150,3/14/2015,Magee Community Center,36
8151,3/14/2015,Ormsby Community Center,17
8152,3/14/2015,West Penn Community Center,33
8153,3/13/2015,Phillips Community Center,93
8154,3/13/2015,Paulson Community Center,35
8155,3/13/2015,Brookline Community Center,144
8156,3/13/2015,Arlington Community Center,80
8157,3/13/2015,Ormsby Community Center,17
8158,3/13/2015,West Penn Community Center,72
8159,3/13/2015,Warrington Community Center,3
8160,3/12/2015,Paulson Community Center,37
8161,3/12/2015,Phillips Community Center,46
8162,3/12/2015,Arlington Community Center,89
8163,3/12/2015,Brookline Community Center,201
8164,3/12/2015,Ormsby Community Center,43
8165,3/12/2015,Warrington Community Center,19
8166,3/12/2015,West Penn Community Center,94
8167,3/11/2015,Phillips Community Center,36
8168,3/11/2015,Paulson Community Center,40
8169,3/11/2015,Brookline Community Center,247
8170,3/11/2015,Arlington Community Center,41
8171,3/11/2015,Ormsby Community Center,41
8172,3/11/2015,Magee Community Center,72
8173,3/11/2015,West Penn Community Center,79
8174,3/11/2015,Warrington Community Center,95
8175,3/10/2015,Paulson Community Center,39
8176,3/10/2015,Phillips Community Center,59
8177,3/10/2015,Arlington Community Center,39
8178,3/10/2015,Brookline Community Center,163
8179,3/10/2015,Magee Community Center,63
8180,3/10/2015,Ormsby Community Center,66
8181,3/10/2015,Warrington Community Center,65
8182,3/10/2015,West Penn Community Center,61
8183,3/9/2015,Phillips Community Center,139
8184,3/9/2015,Paulson Community Center,45
8185,3/9/2015,Brookline Community Center,207
8186,3/9/2015,Arlington Community Center,120
8187,3/9/2015,Ormsby Community Center,160
8188,3/9/2015,Magee Community Center,87
8189,3/9/2015,West Penn Community Center,136
8190,3/9/2015,Warrington Community Center,102
8191,3/8/2015,Brookline Community Center,109
8192,3/7/2015,Paulson Community Center,98
8193,3/7/2015,Phillips Community Center,106
8194,3/7/2015,Brookline Community Center,281
8197,3/7/2015,West Penn Community Center,35
8198,3/6/2015,Phillips Community Center,49
8199,3/6/2015,Paulson Community Center,29
8200,3/6/2015,Brookline Community Center,77
8201,3/6/2015,Arlington Community Center,75
8202,3/6/2015,Ormsby Community Center,30
8203,3/6/2015,Magee Community Center,77
8204,3/6/2015,West Penn Community Center,47
8205,3/6/2015,Warrington Community Center,82
8206,3/5/2015,Paulson Community Center,33
8207,3/5/2015,Phillips Community Center,77
8208,3/5/2015,Arlington Community Center,98
8209,3/5/2015,Ammon Community Center,69
8210,3/5/2015,Brookline Community Center,381
8211,3/5/2015,Magee Community Center,22
8212,3/5/2015,Ormsby Community Center,50
8213,3/5/2015,Warrington Community Center,103
8214,3/5/2015,West Penn Community Center,82
8215,3/4/2015,Phillips Community Center,57
8216,3/4/2015,Paulson Community Center,38
8217,3/4/2015,Brookline Community Center,181
8218,3/4/2015,Ammon Community Center,76
8219,3/4/2015,Arlington Community Center,60
8220,3/4/2015,Ormsby Community Center,42
8221,3/4/2015,Magee Community Center,31
8222,3/4/2015,West Penn Community Center,42
8223,3/4/2015,Warrington Community Center,106
8224,3/3/2015,Paulson Community Center,40
8225,3/3/2015,Phillips Community Center,55
8226,3/3/2015,Arlington Community Center,51
8227,3/3/2015,Ammon Community Center,11
8228,3/3/2015,Brookline Community Center,167
8229,3/3/2015,Magee Community Center,84
8230,3/3/2015,Ormsby Community Center,64
8231,3/3/2015,Warrington Community Center,52
8232,3/3/2015,West Penn Community Center,89
8233,3/2/2015,Phillips Community Center,143
8234,3/2/2015,Paulson Community Center,37
8235,3/2/2015,Brookline Community Center,163
8236,3/2/2015,Ammon Community Center,97
8237,3/2/2015,Arlington Community Center,81
8238,3/2/2015,Ormsby Community Center,52
8239,3/2/2015,Magee Community Center,67
8240,3/2/2015,West Penn Community Center,122
8241,3/2/2015,Warrington Community Center,119
8242,2/28/2015,Phillips Community Center,45
8243,2/28/2015,Brookline Community Center,342
8244,2/28/2015,Magee Community Center,85
8245,2/28/2015,Ormsby Community Center,47
8246,2/28/2015,West Penn Community Center,178
8247,2/27/2015,Phillips Community Center,192
8248,2/27/2015,Paulson Community Center,40
8249,2/27/2015,Brookline Community Center,115
8250,2/27/2015,Arlington Community Center,95
8251,2/27/2015,Ormsby Community Center,20
8252,2/27/2015,Magee Community Center,78
8253,2/27/2015,West Penn Community Center,123
8254,2/27/2015,Warrington Community Center,77
8255,2/26/2015,Paulson Community Center,25
8256,2/26/2015,Phillips Community Center,74
8257,2/26/2015,Arlington Community Center,79
8258,2/26/2015,Ammon Community Center,105
8259,2/26/2015,Brookline Community Center,219
8260,2/26/2015,Magee Community Center,169
8261,2/26/2015,Ormsby Community Center,63
8262,2/26/2015,Warrington Community Center,79
8263,2/26/2015,West Penn Community Center,106
8264,2/25/2015,Phillips Community Center,97
8265,2/25/2015,Paulson Community Center,34
8266,2/25/2015,Brookline Community Center,203
8267,2/25/2015,Ammon Community Center,133
8268,2/25/2015,Arlington Community Center,115
8269,2/25/2015,Ormsby Community Center,60
8270,2/25/2015,Magee Community Center,126
8271,2/25/2015,West Penn Community Center,70
8272,2/25/2015,Warrington Community Center,87
8273,2/24/2015,Paulson Community Center,40
8274,2/24/2015,Phillips Community Center,112
8275,2/24/2015,Arlington Community Center,42
8276,2/24/2015,Ammon Community Center,108
8277,2/24/2015,Brookline Community Center,220
8278,2/24/2015,Magee Community Center,96
8279,2/24/2015,Ormsby Community Center,47
8280,2/24/2015,Warrington Community Center,70
8281,2/24/2015,West Penn Community Center,88
8282,2/23/2015,Paulson Community Center,36
8283,2/23/2015,Brookline Community Center,197
8284,2/23/2015,Ammon Community Center,91
8285,2/23/2015,Arlington Community Center,123
8286,2/23/2015,Ormsby Community Center,41
8287,2/23/2015,Magee Community Center,73
8288,2/23/2015,West Penn Community Center,73
8289,2/23/2015,Warrington Community Center,75
8290,2/22/2015,West Penn Community Center,152
8291,2/21/2015,Brookline Community Center,54
8292,2/21/2015,Magee Community Center,22
8293,2/21/2015,West Penn Community Center,15
8294,2/20/2015,Paulson Community Center,27
8295,2/20/2015,Brookline Community Center,133
8296,2/20/2015,Magee Community Center,57
8297,2/20/2015,Ormsby Community Center,32
8298,2/20/2015,West Penn Community Center,94
8299,2/20/2015,Warrington Community Center,77
8300,2/19/2015,Paulson Community Center,29
8301,2/19/2015,Brookline Community Center,230
8302,2/19/2015,Ormsby Community Center,54
8303,2/19/2015,Warrington Community Center,90
8304,2/19/2015,West Penn Community Center,246
8305,2/18/2015,Paulson Community Center,33
8306,2/18/2015,Brookline Community Center,146
8307,2/18/2015,Ormsby Community Center,64
8308,2/17/2015,Brookline Community Center,160
8309,2/17/2015,Ormsby Community Center,96
8310,2/17/2015,West Penn Community Center,11
8311,2/16/2015,Paulson Community Center,37
8312,2/16/2015,Phillips Community Center,69
8313,2/16/2015,Brookline Community Center,157
8314,2/16/2015,Arlington Community Center,72
8315,2/16/2015,Ammon Community Center,43
8316,2/16/2015,Ormsby Community Center,41
8317,2/16/2015,Magee Community Center,47
8318,2/16/2015,Jefferson Community Center,15
8319,2/16/2015,West Penn Community Center,82
8320,2/16/2015,Warrington Community Center,107
8321,2/14/2015,Phillips Community Center,7
8322,2/14/2015,Brookline Community Center,239
8323,2/14/2015,Magee Community Center,36
8324,2/14/2015,Ormsby Community Center,27
8325,2/14/2015,West Penn Community Center,44
8326,2/13/2015,Phillips Community Center,76
8327,2/13/2015,Paulson Community Center,23
8328,2/13/2015,Brookline Community Center,142
8329,2/13/2015,Ammon Community Center,69
8330,2/13/2015,Arlington Community Center,62
8331,2/13/2015,Ormsby Community Center,41
8332,2/13/2015,Magee Community Center,99
8333,2/13/2015,Jefferson Community Center,29
8334,2/13/2015,West Penn Community Center,47
8335,2/13/2015,Warrington Community Center,62
8336,2/12/2015,Paulson Community Center,26
8337,2/12/2015,Phillips Community Center,134
8338,2/12/2015,Arlington Community Center,78
8339,2/12/2015,Ammon Community Center,97
8340,2/12/2015,Brookline Community Center,274
8341,2/12/2015,Jefferson Community Center,25
8342,2/12/2015,Magee Community Center,123
8343,2/12/2015,Ormsby Community Center,145
8344,2/12/2015,West Penn Community Center,129
8345,2/11/2015,Phillips Community Center,84
8346,2/11/2015,Paulson Community Center,31
8347,2/11/2015,Brookline Community Center,189
8348,2/11/2015,Ammon Community Center,102
8349,2/11/2015,Arlington Community Center,66
8350,2/11/2015,Ormsby Community Center,87
8351,2/11/2015,Magee Community Center,87
8352,2/11/2015,Jefferson Community Center,20
8353,2/11/2015,West Penn Community Center,50
8354,2/11/2015,Warrington Community Center,78
8355,2/10/2015,Paulson Community Center,35
8356,2/10/2015,Phillips Community Center,106
8357,2/10/2015,Arlington Community Center,72
8358,2/10/2015,Ammon Community Center,130
8359,2/10/2015,Brookline Community Center,196
8360,2/10/2015,Jefferson Community Center,30
8361,2/10/2015,Magee Community Center,86
8362,2/10/2015,Ormsby Community Center,200
8363,2/10/2015,Warrington Community Center,127
8364,2/10/2015,West Penn Community Center,96
8365,2/9/2015,Phillips Community Center,148
8366,2/9/2015,Paulson Community Center,46
8367,2/9/2015,Brookline Community Center,150
8368,2/9/2015,Ammon Community Center,111
8369,2/9/2015,Arlington Community Center,78
8370,2/9/2015,Ormsby Community Center,83
8371,2/9/2015,Magee Community Center,43
8372,2/9/2015,Jefferson Community Center,19
8373,2/9/2015,West Penn Community Center,139
8374,2/9/2015,Warrington Community Center,94
8375,2/8/2015,West Penn Community Center,9
8376,2/7/2015,Phillips Community Center,14
8377,2/7/2015,Arlington Community Center,295
8378,2/7/2015,Ammon Community Center,16
8379,2/7/2015,Brookline Community Center,350
8380,2/7/2015,Ormsby Community Center,43
8381,2/7/2015,West Penn Community Center,50
8382,2/6/2015,Phillips Community Center,66
8383,2/6/2015,Paulson Community Center,42
